Area,Crop,Soil,GPS,Documents,NDVI,Rainfall,Verified
13.16,Cotton,Black,1,1,0.76,793,1
7.82,Millets,Clay,0,1,0.92,874,0
14.25,Millets,Clay,0,1,0.32,1284,0
4.99,Maize,Loam,0,0,0.71,917,0
6.57,Maize,Loam,1,1,0.93,1089,1
13.55,Millets,Sandy,1,0,0.21,1067,0
10.93,Wheat,Black,0,0,0.91,495,0
8.02,Millets,Sandy,1,0,0.35,632,0
8.63,Cotton,Loam,0,1,0.53,1247,0
1.41,Wheat,Black,1,1,0.93,1444,0
13.24,Maize,Sandy,0,1,0.4,302,0
1.02,Millets,Black,0,0,0.86,722,0
3.78,Maize,Loam,0,1,0.87,825,0
10.39,Maize,Black,0,1,0.63,853,0
4.64,Maize,Loam,0,1,0.89,324,0
1.99,Wheat,Black,1,1,0.85,1105,0
1.32,Sugarcane,Black,1,0,0.86,868,0
10.99,Millets,Loam,0,1,0.35,809,0
11.77,Cotton,Loam,1,0,0.42,368,0
3.17,Maize,Sandy,1,1,0.68,1173,1
4.89,Millets,Sandy,0,0,0.92,607,0
3.69,Rice,Loam,0,1,0.62,1442,0
5.26,Wheat,Loam,1,1,0.79,1434,1
12.52,Cotton,Loam,1,1,0.47,627,0
7.48,Sugarcane,Loam,0,0,0.66,392,0
8.01,Millets,Loam,0,0,0.73,768,0
7.8,Wheat,Loam,0,0,0.87,550,0
9.19,Maize,Sandy,0,0,0.37,781,0
2.5,Wheat,Loam,1,1,0.87,850,1
1.31,Cotton,Sandy,0,0,0.71,1404,0
8.24,Millets,Loam,1,0,0.82,648,0
3.68,Cotton,Clay,1,0,0.74,517,0
3.37,Cotton,Sandy,1,0,0.59,951,0
2.53,Cotton,Clay,0,0,0.26,919,0
12.27,Sugarcane,Sandy,0,1,0.34,1124,0
2.95,Sugarcane,Loam,1,0,0.36,1500,0
7.4,Millets,Sandy,1,1,0.72,539,1
12.84,Sugarcane,Loam,0,0,0.77,1108,0
6.53,Wheat,Loam,1,0,0.72,467,0
14.9,Millets,Loam,1,0,0.37,710,0
8.94,Millets,Black,1,0,0.41,1349,0
9.4,Millets,Black,1,1,0.5,513,1
2.98,Maize,Black,1,0,0.75,672,0
7.53,Maize,Clay,0,0,0.51,1078,0
4.99,Millets,Clay,0,0,0.26,819,0
7.23,Cotton,Sandy,1,1,0.8,858,1
4.58,Cotton,Loam,0,1,0.7,1132,0
14.5,Rice,Loam,0,1,0.48,870,0
9.16,Sugarcane,Black,1,1,0.52,1200,1
14.59,Rice,Loam,1,0,0.92,1293,0
0.59,Maize,Clay,0,0,0.7,1087,0
9.32,Cotton,Clay,1,0,0.92,344,0
9.55,Cotton,Sandy,0,0,0.57,1075,0
5.7,Millets,Loam,0,0,0.49,1170,0
10.51,Cotton,Black,0,0,0.71,1063,0
13.33,Maize,Black,1,0,0.56,1206,0
8.91,Cotton,Black,0,1,0.8,1044,0
9.31,Sugarcane,Black,0,0,0.75,322,0
2.75,Millets,Clay,1,1,0.62,626,1
4.33,Maize,Clay,1,0,0.35,673,0
13.07,Sugarcane,Clay,1,1,0.6,1246,1
4.15,Wheat,Loam,1,0,0.2,962,0
8.01,Wheat,Clay,0,0,0.25,1429,0
1.13,Sugarcane,Black,1,0,0.73,1383,0
11.92,Millets,Clay,1,1,0.49,326,0
11.72,Wheat,Black,1,1,0.92,715,1
4.33,Millets,Clay,1,0,0.56,782,0
13.0,Millets,Clay,0,1,0.92,1251,0
10.2,Cotton,Clay,0,1,0.46,840,0
13.72,Wheat,Loam,1,1,0.72,683,1
5.83,Maize,Clay,0,1,0.78,508,0
14.5,Millets,Clay,1,1,0.94,380,1
11.98,Millets,Sandy,1,1,0.5,323,1
7.88,Rice,Loam,0,1,0.29,1170,0
9.55,Millets,Black,1,0,0.75,656,0
11.79,Sugarcane,Clay,0,1,0.89,499,0
13.32,Wheat,Loam,0,1,0.48,1492,0
13.18,Maize,Loam,0,0,0.25,387,0
9.38,Cotton,Loam,0,0,0.73,866,0
4.73,Cotton,Loam,1,0,0.43,1190,0
5.43,Maize,Loam,1,0,0.7,533,0
2.15,Wheat,Clay,1,0,0.39,961,0
13.64,Sugarcane,Black,1,0,0.83,697,0
9.62,Millets,Black,0,1,0.35,1023,0
10.03,Millets,Black,1,1,0.42,1229,0
6.73,Maize,Sandy,1,1,0.92,599,1
6.16,Cotton,Black,0,0,0.23,984,0
3.31,Cotton,Black,1,1,0.5,1366,1
13.27,Rice,Black,1,0,0.81,1128,0
2.9,Rice,Clay,1,0,0.6,1029,0
11.67,Cotton,Sandy,1,1,0.93,460,1
6.74,Millets,Loam,0,0,0.43,1267,0
14.98,Cotton,Loam,1,0,0.44,1498,0
13.74,Rice,Loam,1,1,0.9,521,1
9.88,Maize,Loam,1,1,0.42,380,0
13.92,Rice,Black,1,1,0.6,820,1
8.57,Sugarcane,Sandy,1,0,0.74,924,0
6.07,Rice,Sandy,1,0,0.44,1485,0
2.01,Maize,Loam,0,0,0.59,525,0
13.46,Cotton,Black,0,0,0.4,1024,0
4.64,Wheat,Black,1,0,0.52,1112,0
12.66,Rice,Clay,1,0,0.3,721,0
11.78,Sugarcane,Black,1,0,0.22,1447,0
13.74,Maize,Sandy,0,0,0.47,1203,0
9.16,Cotton,Sandy,1,1,0.27,382,0
0.86,Sugarcane,Black,0,1,0.4,626,0
0.94,Sugarcane,Black,1,0,0.85,577,0
13.03,Sugarcane,Clay,1,0,0.23,432,0
11.96,Rice,Sandy,0,1,0.59,793,0
1.82,Maize,Clay,0,1,0.65,905,0
11.09,Wheat,Black,1,0,0.65,545,0
9.02,Wheat,Loam,0,1,0.45,680,0
11.32,Maize,Black,1,0,0.65,832,0
11.66,Maize,Loam,0,0,0.93,707,0
7.01,Millets,Clay,0,1,0.91,338,0
2.9,Rice,Sandy,0,1,0.8,515,0
8.53,Sugarcane,Sandy,0,0,0.66,842,0
10.03,Rice,Sandy,1,1,0.46,526,0
13.94,Rice,Loam,0,0,0.88,1125,0
0.56,Rice,Sandy,1,0,0.77,870,0
13.66,Sugarcane,Sandy,1,0,0.33,576,0
3.9,Maize,Loam,0,0,0.36,569,0
0.88,Cotton,Clay,0,1,0.49,1111,0
8.74,Rice,Clay,1,0,0.22,888,0
14.08,Wheat,Black,0,1,0.36,1177,0
3.19,Maize,Loam,0,0,0.56,833,0
0.9,Millets,Sandy,0,0,0.28,1340,0
11.27,Millets,Clay,0,0,0.76,705,0
7.77,Wheat,Black,1,1,0.83,956,1
9.58,Cotton,Sandy,0,0,0.34,644,0
1.49,Sugarcane,Clay,1,1,0.64,436,0
6.09,Maize,Loam,1,0,0.8,702,0
13.96,Millets,Clay,1,0,0.7,718,0
3.66,Rice,Sandy,0,0,0.59,511,0
8.8,Cotton,Clay,1,0,0.35,413,0
13.34,Sugarcane,Loam,1,1,0.36,431,0
4.74,Maize,Black,1,0,0.34,1062,0
3.01,Rice,Black,0,1,0.43,484,0
5.89,Cotton,Black,1,0,0.82,375,0
14.72,Millets,Sandy,1,0,0.32,735,0
13.92,Cotton,Loam,1,1,0.69,841,1
1.07,Maize,Clay,1,0,0.75,903,0
7.48,Millets,Clay,0,0,0.88,1306,0
7.73,Wheat,Loam,1,0,0.55,1277,0
11.6,Rice,Loam,1,1,0.3,1032,0
12.72,Wheat,Loam,1,0,0.49,1127,0
14.71,Sugarcane,Loam,0,0,0.73,1349,0
2.05,Cotton,Sandy,1,0,0.72,751,0
6.94,Cotton,Loam,0,0,0.8,331,0
13.57,Rice,Black,0,0,0.35,311,0
6.47,Rice,Sandy,1,0,0.8,301,0
5.18,Wheat,Clay,1,1,0.23,700,0
9.31,Maize,Clay,1,1,0.62,740,1
10.76,Wheat,Sandy,1,0,0.42,1381,0
8.2,Millets,Clay,1,0,0.71,1122,0
12.73,Sugarcane,Sandy,1,0,0.87,1251,0
13.8,Maize,Loam,0,1,0.46,880,0
2.48,Sugarcane,Sandy,0,1,0.23,929,0
9.9,Wheat,Clay,0,0,0.52,413,0
10.49,Millets,Sandy,0,1,0.93,327,0
13.23,Maize,Sandy,1,1,0.6,1114,1
12.24,Maize,Loam,0,0,0.69,1264,0
13.25,Sugarcane,Loam,0,1,0.61,1058,0
0.98,Maize,Sandy,0,0,0.36,1170,0
8.22,Millets,Sandy,0,1,0.56,896,0
13.89,Wheat,Black,1,0,0.79,1165,0
0.72,Millets,Sandy,1,0,0.26,553,0
1.89,Millets,Clay,1,1,0.76,753,0
7.42,Maize,Loam,1,1,0.81,384,1
12.76,Maize,Loam,1,0,0.77,1483,0
3.29,Millets,Sandy,0,1,0.26,800,0
3.57,Millets,Clay,1,0,0.7,421,0
11.33,Wheat,Clay,1,0,0.49,742,0
14.22,Rice,Black,1,1,0.41,1236,0
6.65,Rice,Loam,1,0,0.8,1419,0
3.72,Rice,Sandy,1,0,0.34,1310,0
11.0,Maize,Clay,1,0,0.25,837,0
3.68,Cotton,Black,1,0,0.28,1039,0
3.3,Millets,Clay,1,1,0.89,1044,1
8.95,Millets,Loam,0,1,0.51,1413,0
3.95,Maize,Black,1,0,0.83,655,0
6.14,Wheat,Clay,1,0,0.58,489,0
9.93,Wheat,Sandy,0,1,0.31,1031,0
4.96,Millets,Black,0,1,0.93,902,0
1.88,Maize,Clay,0,0,0.66,651,0
6.33,Rice,Clay,1,0,0.63,692,0
13.17,Sugarcane,Sandy,1,0,0.88,465,0
14.69,Rice,Loam,1,1,0.85,723,1
11.7,Wheat,Black,1,1,0.44,1449,0
1.37,Sugarcane,Clay,0,1,0.51,1112,0
3.32,Sugarcane,Clay,1,0,0.33,408,0
8.14,Maize,Sandy,1,1,0.3,1379,0
2.11,Rice,Loam,0,1,0.85,659,0
10.34,Maize,Loam,0,1,0.68,678,0
1.5,Cotton,Sandy,0,1,0.26,925,0
12.92,Maize,Black,0,0,0.27,989,0
6.75,Wheat,Clay,0,1,0.42,725,0
11.16,Maize,Clay,1,0,0.88,1221,0
12.45,Cotton,Black,1,1,0.61,555,1
13.66,Sugarcane,Black,1,1,0.53,377,1
3.23,Wheat,Black,0,1,0.26,747,0
7.39,Rice,Sandy,1,0,0.35,430,0
0.78,Rice,Black,1,1,0.95,319,0
7.95,Cotton,Clay,1,0,0.3,1072,0
9.29,Rice,Loam,0,0,0.68,909,0
3.01,Sugarcane,Loam,0,0,0.42,384,0
1.95,Sugarcane,Sandy,0,1,0.41,1148,0
2.34,Millets,Sandy,0,1,0.81,822,0
11.98,Maize,Loam,1,1,0.57,1241,1
14.24,Maize,Loam,0,1,0.61,966,0
3.52,Millets,Black,1,0,0.43,570,0
2.08,Rice,Clay,1,1,0.41,455,0
7.24,Maize,Clay,0,1,0.52,1047,0
12.12,Sugarcane,Clay,1,0,0.77,922,0
5.16,Maize,Clay,1,0,0.24,772,0
9.14,Rice,Black,0,0,0.82,761,0
5.02,Millets,Sandy,1,0,0.21,983,0
3.19,Cotton,Sandy,0,1,0.2,737,0
10.44,Cotton,Loam,0,0,0.62,910,0
5.38,Cotton,Clay,0,1,0.49,645,0
2.33,Millets,Black,0,1,0.86,442,0
9.42,Millets,Sandy,1,1,0.73,1354,1
6.38,Rice,Clay,1,1,0.89,1097,1
11.53,Rice,Black,0,1,0.57,758,0
1.55,Cotton,Black,1,1,0.63,389,0
14.91,Sugarcane,Black,1,1,0.66,910,1
9.99,Rice,Black,1,0,0.78,1273,0
0.84,Sugarcane,Clay,0,0,0.36,929,0
3.16,Cotton,Black,0,0,0.63,996,0
2.84,Cotton,Black,0,1,0.33,1170,0
10.68,Maize,Loam,0,1,0.27,1102,0
12.77,Wheat,Sandy,0,0,0.33,605,0
5.06,Millets,Black,1,1,0.38,1080,0
6.06,Cotton,Loam,0,0,0.41,1497,0
0.55,Maize,Black,1,1,0.91,902,0
1.87,Rice,Black,1,0,0.39,1038,0
6.69,Rice,Clay,0,1,0.66,740,0
9.99,Wheat,Sandy,1,1,0.53,435,1
3.74,Sugarcane,Clay,0,0,0.67,744,0
2.77,Wheat,Sandy,1,1,0.62,648,1
4.97,Maize,Black,0,0,0.77,719,0
4.32,Maize,Black,1,1,0.63,1003,1
0.91,Sugarcane,Loam,0,0,0.63,318,0
2.04,Millets,Sandy,0,0,0.78,489,0
1.78,Millets,Sandy,1,0,0.42,725,0
5.04,Millets,Black,1,1,0.86,345,1
14.17,Maize,Black,0,0,0.94,503,0
14.16,Cotton,Loam,0,0,0.25,566,0
9.64,Millets,Sandy,1,1,0.72,518,1
10.77,Millets,Black,1,0,0.67,496,0
12.65,Maize,Clay,1,1,0.52,567,1
6.79,Rice,Sandy,0,0,0.66,793,0
4.75,Sugarcane,Black,1,0,0.68,492,0
10.85,Maize,Black,0,1,0.82,690,0
1.76,Millets,Black,0,1,0.48,781,0
0.93,Sugarcane,Clay,0,1,0.9,1327,0
2.19,Cotton,Sandy,1,0,0.38,845,0
2.88,Millets,Loam,1,1,0.86,747,1
11.32,Rice,Sandy,0,1,0.75,1454,0
14.39,Millets,Black,0,0,0.82,378,0
6.93,Sugarcane,Loam,0,1,0.62,724,0
2.2,Millets,Sandy,1,1,0.94,314,1
10.09,Rice,Loam,1,1,0.72,1201,1
11.87,Sugarcane,Sandy,1,0,0.55,764,0
13.1,Wheat,Loam,0,1,0.52,541,0
5.27,Cotton,Black,1,0,0.59,1061,0
8.45,Sugarcane,Loam,0,1,0.34,1067,0
5.08,Rice,Loam,1,1,0.31,1496,0
7.21,Sugarcane,Sandy,1,1,0.26,971,0
12.78,Maize,Sandy,1,1,0.45,1265,0
1.41,Wheat,Loam,0,0,0.87,498,0
7.99,Cotton,Sandy,0,1,0.47,1004,0
3.42,Wheat,Black,0,0,0.53,924,0
3.61,Maize,Black,0,0,0.62,1230,0
4.41,Cotton,Black,1,1,0.25,385,0
9.22,Wheat,Loam,0,1,0.79,415,0
11.17,Sugarcane,Loam,0,0,0.89,611,0
2.51,Wheat,Sandy,1,0,0.85,1011,0
7.17,Millets,Loam,0,0,0.52,1257,0
13.75,Wheat,Clay,1,0,0.91,1113,0
2.68,Cotton,Black,0,0,0.55,545,0
12.21,Cotton,Black,0,1,0.9,977,0
4.08,Maize,Black,1,0,0.86,716,0
14.33,Rice,Loam,0,0,0.35,1405,0
4.27,Wheat,Clay,1,0,0.55,779,0
5.19,Sugarcane,Black,1,1,0.8,549,1
5.17,Wheat,Clay,1,0,0.58,592,0
13.38,Maize,Clay,1,1,0.64,1309,1
9.0,Wheat,Clay,1,0,0.57,725,0
8.17,Millets,Clay,0,1,0.62,878,0
9.33,Millets,Clay,0,1,0.33,637,0
14.15,Wheat,Loam,0,0,0.34,772,0
2.72,Millets,Clay,0,0,0.74,392,0
2.7,Sugarcane,Loam,0,1,0.76,742,0
5.33,Millets,Loam,0,1,0.29,527,0
7.47,Cotton,Black,1,1,0.89,1433,1
11.41,Maize,Sandy,0,1,0.9,1260,0
3.31,Millets,Loam,0,0,0.7,1024,0
7.7,Sugarcane,Sandy,0,0,0.27,1414,0
12.8,Millets,Clay,1,0,0.47,642,0
2.25,Millets,Black,0,1,0.27,1313,0
6.3,Maize,Clay,0,1,0.72,731,0
5.64,Rice,Clay,0,1,0.77,597,0
2.59,Rice,Black,0,1,0.76,969,0
8.4,Sugarcane,Clay,0,0,0.43,1346,0
2.72,Cotton,Black,1,1,0.94,1160,1
3.96,Millets,Clay,0,0,0.74,1277,0
4.99,Cotton,Loam,0,1,0.45,512,0
0.75,Rice,Black,0,1,0.73,414,0
8.15,Maize,Black,1,0,0.45,1227,0
4.96,Maize,Loam,1,1,0.47,512,0
12.58,Millets,Black,1,1,0.44,1163,0
11.97,Sugarcane,Clay,0,0,0.45,537,0
14.05,Wheat,Sandy,1,1,0.62,360,1
13.9,Cotton,Clay,0,0,0.55,1411,0
5.37,Maize,Black,0,0,0.29,1434,0
6.94,Millets,Black,1,0,0.67,686,0
5.43,Sugarcane,Clay,0,1,0.81,523,0
9.2,Sugarcane,Black,1,0,0.38,1165,0
7.81,Maize,Loam,1,0,0.46,819,0
5.51,Millets,Clay,0,0,0.55,1101,0
6.88,Maize,Clay,1,1,0.93,1315,1
14.66,Cotton,Clay,0,1,0.84,953,0
6.69,Maize,Loam,1,1,0.56,787,1
6.67,Wheat,Clay,1,1,0.38,1224,0
9.98,Maize,Clay,0,0,0.48,1125,0
14.04,Sugarcane,Loam,0,1,0.4,1048,0
10.16,Sugarcane,Loam,0,0,0.83,1147,0
14.68,Millets,Sandy,0,0,0.42,1362,0
7.11,Rice,Sandy,0,0,0.21,1278,0
11.37,Wheat,Black,0,0,0.77,1434,0
13.6,Maize,Loam,0,0,0.87,1017,0
5.6,Maize,Sandy,1,1,0.86,1073,1
0.76,Cotton,Clay,1,0,0.88,606,0
7.05,Maize,Loam,1,0,0.68,696,0
4.15,Cotton,Loam,0,1,0.63,1474,0
14.48,Maize,Loam,0,0,0.47,1177,0
2.6,Wheat,Loam,1,1,0.41,663,0
11.71,Millets,Sandy,1,1,0.43,560,0
8.88,Millets,Clay,1,1,0.56,1340,1
4.31,Millets,Black,0,1,0.31,948,0
12.3,Maize,Black,0,1,0.71,535,0
3.18,Rice,Loam,1,0,0.92,534,0
1.5,Rice,Black,1,0,0.21,629,0
14.33,Rice,Loam,0,1,0.8,1111,0
5.91,Maize,Black,1,1,0.6,508,1
4.26,Sugarcane,Black,1,1,0.3,530,0
4.37,Cotton,Clay,0,1,0.3,819,0
7.74,Wheat,Black,1,1,0.95,908,1
14.22,Sugarcane,Clay,0,0,0.31,1410,0
6.67,Rice,Loam,0,1,0.21,987,0
6.69,Wheat,Sandy,0,1,0.93,937,0
8.03,Maize,Black,1,1,0.55,649,1
8.55,Rice,Black,0,1,0.44,659,0
13.64,Cotton,Loam,0,0,0.86,486,0
1.76,Wheat,Clay,1,0,0.63,1153,0
2.13,Cotton,Loam,1,1,0.89,827,1
11.35,Wheat,Black,0,0,0.49,735,0
3.85,Rice,Loam,1,1,0.88,1357,1
11.87,Rice,Black,0,1,0.75,411,0
7.83,Rice,Loam,1,1,0.47,939,0
11.98,Rice,Sandy,0,1,0.65,1244,0
12.23,Wheat,Black,1,0,0.84,946,0
0.88,Cotton,Sandy,1,1,0.57,1384,0
10.81,Cotton,Sandy,0,1,0.78,1492,0
8.24,Wheat,Loam,0,1,0.76,1428,0
13.08,Maize,Loam,1,1,0.3,844,0
2.85,Rice,Clay,1,1,0.44,533,0
10.37,Wheat,Clay,0,0,0.48,353,0
3.55,Millets,Clay,0,1,0.23,1151,0
9.39,Maize,Black,1,1,0.82,1385,1
4.09,Sugarcane,Black,1,1,0.25,1476,0
2.51,Millets,Loam,0,1,0.39,1372,0
3.51,Sugarcane,Black,1,0,0.73,1031,0
6.1,Wheat,Sandy,1,1,0.82,416,1
6.04,Rice,Loam,0,0,0.51,425,0
11.04,Wheat,Sandy,1,0,0.5,1094,0
7.6,Sugarcane,Black,1,1,0.28,1120,0
3.25,Rice,Sandy,1,1,0.77,665,1
4.91,Cotton,Loam,1,1,0.87,1486,1
14.43,Millets,Sandy,0,1,0.33,441,0
13.67,Sugarcane,Loam,0,1,0.36,1392,0
13.84,Sugarcane,Black,0,1,0.88,1348,0
11.53,Maize,Sandy,0,1,0.83,663,0
6.45,Maize,Clay,0,1,0.7,961,0
8.76,Wheat,Sandy,0,1,0.7,1455,0
1.83,Cotton,Clay,1,1,0.57,1275,0
9.6,Wheat,Loam,0,0,0.33,1116,0
10.73,Sugarcane,Sandy,1,1,0.66,693,1
6.09,Rice,Loam,1,0,0.27,967,0
11.44,Maize,Sandy,1,0,0.21,771,0
13.73,Wheat,Clay,0,0,0.28,1492,0
3.05,Cotton,Black,1,0,0.22,350,0
4.83,Maize,Loam,1,0,0.69,1164,0
7.25,Millets,Clay,1,1,0.27,1495,0
5.32,Maize,Black,1,1,0.27,310,0
12.08,Rice,Sandy,0,0,0.36,1004,0
2.37,Sugarcane,Sandy,1,1,0.79,1008,1
14.0,Cotton,Black,0,0,0.46,902,0
4.19,Maize,Black,1,1,0.4,743,0
2.54,Rice,Loam,0,0,0.54,907,0
10.82,Millets,Sandy,1,1,0.61,783,1
1.18,Rice,Sandy,1,0,0.8,1081,0
13.9,Wheat,Sandy,1,1,0.54,812,1
14.85,Rice,Clay,0,0,0.22,1003,0
3.31,Sugarcane,Black,0,1,0.54,452,0
11.94,Maize,Black,1,1,0.41,1347,0
11.54,Cotton,Clay,0,0,0.81,463,0
3.12,Cotton,Sandy,0,0,0.68,1283,0
14.22,Rice,Clay,1,0,0.2,718,0
4.13,Wheat,Loam,0,1,0.54,832,0
4.03,Wheat,Clay,1,0,0.51,875,0
2.84,Millets,Sandy,1,1,0.56,1372,1
12.82,Wheat,Clay,0,0,0.86,1277,0
5.08,Rice,Sandy,0,0,0.7,1011,0
0.79,Wheat,Sandy,0,0,0.88,437,0
8.32,Rice,Black,0,0,0.5,552,0
11.68,Maize,Sandy,0,1,0.39,653,0
3.93,Maize,Clay,1,0,0.55,583,0
1.01,Rice,Sandy,1,1,0.76,876,0
2.1,Cotton,Black,1,0,0.27,1431,0
9.55,Cotton,Black,1,1,0.64,389,1
5.31,Wheat,Sandy,0,0,0.6,342,0
13.08,Wheat,Sandy,1,1,0.43,1372,0
9.81,Sugarcane,Clay,1,1,0.73,466,1
12.91,Maize,Loam,1,1,0.23,1484,0
4.72,Cotton,Sandy,1,1,0.48,1013,0
12.7,Cotton,Black,0,1,0.28,1392,0
11.73,Rice,Loam,0,0,0.93,1021,0
7.46,Millets,Clay,1,0,0.52,1348,0
13.04,Millets,Loam,1,0,0.86,547,0
7.32,Millets,Black,0,1,0.56,1405,0
3.09,Sugarcane,Sandy,1,0,0.46,492,0
7.55,Wheat,Clay,1,0,0.8,716,0
2.85,Millets,Clay,0,1,0.8,947,0
5.12,Millets,Loam,1,1,0.76,1068,1
7.06,Millets,Clay,1,0,0.27,1362,0
14.88,Sugarcane,Sandy,0,1,0.54,478,0
1.99,Maize,Sandy,0,0,0.41,1448,0
9.79,Rice,Clay,1,0,0.47,502,0
3.98,Wheat,Loam,0,0,0.76,955,0
9.18,Sugarcane,Black,0,1,0.3,1070,0
12.59,Cotton,Clay,0,0,0.32,1160,0
8.28,Millets,Sandy,0,1,0.87,310,0
11.84,Sugarcane,Clay,1,1,0.91,1052,1
2.32,Millets,Loam,1,0,0.85,926,0
13.54,Wheat,Sandy,0,0,0.31,990,0
6.68,Maize,Clay,1,1,0.48,1083,0
7.73,Cotton,Sandy,0,0,0.67,577,0
6.91,Rice,Sandy,1,1,0.31,838,0
10.24,Wheat,Loam,1,1,0.79,441,1
7.98,Rice,Clay,1,1,0.92,557,1
0.89,Maize,Sandy,0,1,0.95,553,0
9.13,Cotton,Black,0,1,0.23,1155,0
9.4,Sugarcane,Black,1,0,0.94,1055,0
5.65,Maize,Sandy,1,1,0.84,1413,1
13.7,Cotton,Loam,1,1,0.72,1103,1
2.15,Sugarcane,Clay,0,0,0.78,1419,0
1.77,Rice,Loam,1,0,0.9,914,0
8.73,Rice,Clay,0,0,0.52,1289,0
12.62,Rice,Clay,0,1,0.65,923,0
6.19,Cotton,Clay,0,1,0.84,1181,0
3.2,Maize,Clay,1,0,0.87,1019,0
6.92,Millets,Sandy,1,0,0.9,523,0
13.85,Sugarcane,Loam,0,1,0.22,845,0
4.9,Millets,Sandy,0,0,0.93,1321,0
13.59,Cotton,Clay,1,0,0.53,1149,0
7.1,Sugarcane,Black,1,1,0.5,1072,1
10.87,Cotton,Loam,0,0,0.43,348,0
10.4,Wheat,Black,0,0,0.72,959,0
5.15,Millets,Loam,1,0,0.22,1016,0
5.83,Millets,Loam,1,1,0.49,676,0
3.67,Maize,Black,0,0,0.53,470,0
5.41,Rice,Loam,0,0,0.47,504,0
14.97,Maize,Sandy,0,0,0.39,319,0
1.19,Millets,Loam,0,0,0.9,427,0
14.47,Sugarcane,Loam,0,0,0.85,1030,0
1.23,Cotton,Loam,1,0,0.94,674,0
2.28,Maize,Loam,1,0,0.65,1199,0
6.48,Millets,Black,1,0,0.53,1082,0
5.54,Maize,Clay,1,0,0.36,1104,0
1.49,Maize,Black,0,1,0.53,969,0
7.13,Sugarcane,Sandy,1,0,0.65,1345,0
12.92,Millets,Sandy,1,1,0.59,1299,1
13.7,Rice,Clay,1,0,0.87,1324,0
7.25,Cotton,Black,0,0,0.47,823,0
7.64,Rice,Loam,0,0,0.48,1078,0
8.53,Maize,Loam,1,0,0.22,1309,0
0.57,Rice,Sandy,1,0,0.42,1359,0
10.19,Maize,Loam,1,0,0.58,1169,0
7.93,Wheat,Clay,1,0,0.85,923,0
10.25,Wheat,Loam,0,0,0.87,306,0
12.71,Rice,Clay,1,0,0.75,1447,0
14.87,Millets,Loam,1,1,0.79,531,1
6.46,Millets,Loam,1,0,0.21,1160,0
10.26,Cotton,Loam,0,1,0.86,952,0
13.23,Maize,Clay,1,1,0.75,726,1
4.65,Sugarcane,Clay,0,0,0.47,346,0
6.82,Cotton,Loam,0,1,0.67,1103,0
5.85,Wheat,Black,0,0,0.39,743,0
14.26,Sugarcane,Loam,0,0,0.39,967,0
2.05,Wheat,Loam,0,0,0.25,984,0
8.35,Maize,Loam,1,1,0.95,734,1
11.74,Millets,Sandy,1,1,0.74,697,1
10.58,Cotton,Clay,1,0,0.33,937,0
10.17,Maize,Loam,1,0,0.89,944,0
13.05,Wheat,Clay,1,1,0.34,315,0
9.21,Millets,Clay,0,0,0.93,919,0
11.16,Sugarcane,Black,0,1,0.69,1282,0
11.77,Cotton,Black,0,0,0.76,456,0
4.9,Maize,Black,0,1,0.55,1461,0
12.31,Millets,Loam,1,1,0.46,1291,0
1.72,Millets,Sandy,0,1,0.91,988,0
3.86,Rice,Black,0,1,0.74,1123,0
3.78,Cotton,Loam,0,0,0.39,1237,0
10.83,Millets,Black,1,0,0.33,1450,0
5.8,Rice,Clay,1,1,0.68,1498,1
4.6,Cotton,Clay,1,0,0.26,1053,0
10.53,Sugarcane,Loam,0,1,0.84,522,0
4.54,Millets,Loam,0,0,0.26,576,0
13.44,Maize,Black,1,0,0.44,929,0
7.19,Maize,Sandy,0,0,0.24,462,0
13.7,Sugarcane,Loam,1,1,0.83,348,1
12.32,Sugarcane,Clay,0,0,0.87,1055,0
10.4,Sugarcane,Clay,0,1,0.68,1083,0
11.95,Maize,Clay,0,1,0.31,1137,0
5.78,Wheat,Sandy,0,1,0.92,595,0
7.65,Sugarcane,Black,0,0,0.93,1007,0
7.41,Wheat,Sandy,0,0,0.76,974,0
0.55,Cotton,Black,0,0,0.49,870,0
10.47,Wheat,Clay,1,1,0.43,565,0
12.42,Sugarcane,Loam,1,0,0.57,881,0
12.65,Cotton,Black,0,1,0.89,382,0
13.16,Wheat,Loam,1,0,0.4,931,0
0.9,Maize,Black,0,1,0.93,889,0
10.81,Maize,Loam,1,1,0.56,1064,1
1.41,Sugarcane,Loam,1,0,0.69,1347,0
3.96,Rice,Clay,1,1,0.25,807,0
11.68,Wheat,Loam,1,0,0.73,969,0
1.6,Wheat,Loam,1,1,0.49,590,0
9.88,Millets,Clay,1,0,0.79,449,0
4.76,Wheat,Clay,1,1,0.43,653,0
9.45,Millets,Loam,0,1,0.93,322,0
9.81,Sugarcane,Loam,0,1,0.59,362,0
8.07,Maize,Black,0,1,0.39,481,0
10.07,Sugarcane,Black,1,0,0.29,1011,0
4.68,Cotton,Black,1,1,0.36,1388,0
13.6,Rice,Clay,1,0,0.46,810,0
6.33,Millets,Loam,1,0,0.56,1337,0
6.6,Wheat,Loam,1,1,0.44,1466,0
7.63,Millets,Black,1,1,0.71,764,1
10.61,Cotton,Sandy,1,1,0.53,1209,1
12.33,Maize,Loam,1,0,0.85,504,0
14.87,Millets,Sandy,1,0,0.38,1371,0
6.5,Sugarcane,Black,0,1,0.47,641,0
